,video_id,id,parent_id,author,created_at,likes,content
10,sTeoEFzVNSc,Ugwia_mnG4w7geqr2QJ4AaABAg,,@user-xl1xs6ji5m,2024-05-24T07:02:50Z,0,Which text books are use full for beginners for chatgpt and AI tools
11,sTeoEFzVNSc,UgzC8wwS1FJnj3LuYgZ4AaABAg,,@user-xl1xs6ji5m,2024-05-24T07:02:12Z,0,I want to known about software development course and chatgpt with AI tools course
12,sTeoEFzVNSc,UgxjNQvDajlu-VyoXjd4AaABAg,,@moayadmyro2091,2024-03-20T04:04:40Z,0,Chatgpt is not free and cost too much And it's not good idea to use it in programming it's not accurate Anyway is depends on how to use it😊
13,sTeoEFzVNSc,UgxPO7UzDnan4AAVEEV4AaABAg,,@HRJozaghi,2024-02-18T09:25:32Z,0,Using ChatGPT is a good approach for someone who's been learning programming for almost 3 months?
14,sTeoEFzVNSc,UgwQePgK8ltYzxnZThR4AaABAg,,@rithviksaranumasaravanan7925,2024-02-16T01:04:33Z,0,Mosh can i use chatgpt for developing some parts of my software which I'm making for my own company
15,sTeoEFzVNSc,UgyassuNrdWCcAniZsV4AaABAg,,@LyxtKrepe,2024-01-21T01:09:12Z,0,Flow Chart > ChatGPT > Code = 😊
16,sTeoEFzVNSc,Ugyde5-7595erZPXjyt4AaABAg,,@LyxtKrepe,2024-01-21T01:08:10Z,0,"I automate all IT Support with python by using ChatGPT .. sometimes ChtGPT refer the insecure code model when it brings into Win API, they may create a line code with flagged as common CWE .. and i regularly use DSP to correct it .."
17,sTeoEFzVNSc,UgwlLpSWQI2szDxxGAp4AaABAg,,@купуч,2024-01-05T18:50:44Z,0,fire your useless programmers. and leave one computer with chatgpt
18,sTeoEFzVNSc,UgxB0YHGAn4dpx6rAIZ4AaABAg,,@DrWissam1,2024-01-03T04:10:36Z,0,Can you compare ChatGPT to the Copilot extension?
19,sTeoEFzVNSc,Ugyt33A4wFGE1QWVlJ54AaABAg,,@Targeting-Must-End,2023-12-08T12:42:39Z,1,Video did not really age well. Or maybe the title was a little click baity.... What are those 38 ways to 10x your productivity? Or maybe I missed the run down of the list. Video was only going to be great when the novelty was still high i.e first 2 months of ChatGPT being public
20,sTeoEFzVNSc,UgzHj40CGl4GKdiQgvF4AaABAg,,@valkyra5167,2023-11-26T18:17:48Z,0,"But you need knowledge, i have to correct ChatGPT very often. And sometimes you'll never get the correct answer, you have to investigate it on your own."
21,sTeoEFzVNSc,UgwN5vuucGvzRIJqrRN4AaABAg,,@VisitHarpaAI,2023-11-03T22:02:33Z,0,"🎯 Key Takeaways for quick navigation: 00:00 🤖 *Introduction to ChatGPT* - Introduction to ChatGPT and its potential uses. - ChatGPT's capabilities, such as generating text and code. - Mosh Hamadani's excitement about ChatGPT. 01:10 🧠 *Understanding ChatGPT* - Explanation of what ChatGPT is and its functionality. - ChatGPT's ability to understand and generate text, including code. - Use cases like content creation, code generation, and learning assistance. 02:17 🛠️ *How ChatGPT Works* - Overview of ChatGPT's underlying technology, language models. - Different types of language models, including gpt-3 and codex. - Language model training and use cases for understanding and generating code. 05:00 📚 *Creative Uses of ChatGPT* - Demonstrations of creative uses of ChatGPT for various tasks. - Examples of generating code, writing resumes, contracts, and more. - Leveraging ChatGPT for productivity and efficiency. 11:07 💡 *Generating Code and Development Assistance* - Generating code for various programming tasks. - Asking technical questions and receiving detailed answers. - Utilizing ChatGPT for code-related challenges and assistance. 19:24 🌐 *Front-End Development with ChatGPT* - Generating HTML and CSS code for UI components. - Customizing generated code and making it interactive. - Exploring the use of different UI libraries like Tailwind CSS. 21:41 🌐 *React Component Generation* - Requesting ChatGPT to create a React component for displaying a card. - Customizing the code and adding interactivity. 24:16 🚀 *Back-End Development with ChatGPT* - Building a back-end API using Express.js and Node.js. - Customizing the code to use TypeScript or Python with FastAPI. 26:02 🎲 *Database Queries and Table Creation* - Generating SQL queries for creating tables. - Writing SQL queries for retrieving data, including specifying table schema. - Incorporating specific requirements for complex queries. Made with HARPA AI"
22,sTeoEFzVNSc,UgwgM9Qqnyfg3CoipD94AaABAg,,@HarpaAI,2023-11-01T11:36:12Z,0,"🎯 Key Takeaways for quick navigation: 00:00 🤖 Introduction to ChatGPT and its capabilities. - Introduction to ChatGPT and its potential as a productivity tool for developers. 02:17 🧠 How ChatGPT works. - Explanation of ChatGPT's functioning as a language model and its training on text data. 03:39 🛡️ Limitations and precautions when using ChatGPT. - Discussing the limitations of ChatGPT and the need for human judgment. 04:46 📚 General use cases and questions for ChatGPT. - Examples of general-purpose questions and use cases for ChatGPT, including learning, scripting, and more. 06:54 💻 Using ChatGPT for coding and development tasks. - Demonstrating how ChatGPT can assist in generating code, writing unit tests, and solving coding-related questions. 12:11 📊 Using ChatGPT for database-related tasks. - Examples of using ChatGPT to generate SQL queries and work with databases. 17:01 🌐 Front-end development with ChatGPT. - Generating HTML and CSS code with ChatGPT for front-end development. 19:43 🚀 Adding interactivity to web applications with JavaScript and APIs. - Incorporating JavaScript and APIs into web applications using ChatGPT's assistance. 21:14 🖥️ Back-end development with Node.js and Express.js. - Creating a Node.js and Express.js API using ChatGPT. 24:16 🗄️ Working with databases and building APIs in different languages. - Building APIs in different languages like Python and using databases with ChatGPT. 27:03 📝 Writing SQL queries and database operations with ChatGPT. - Using ChatGPT to write SQL queries and perform database operations. 28:06 🎬 Conclusion and call to action. - Conclusion of the tutorial and a call to action for viewers. Made with HARPA AI"
23,sTeoEFzVNSc,UgxJUbicqfxl2-BJKK94AaABAg,,@granpajestaz292,2023-10-17T12:33:48Z,0,Not even gunna watch this vid chatgpt fucks up every bit of code i put through it its wank
24,sTeoEFzVNSc,UgzhrZgyJN__aRT0VzB4AaABAg,,@GPTtogether,2023-08-19T13:21:40Z,0,"i asked chatgpt to give a comment about this video this is what it says: 🚀 ""As a developer, this video is a GOLDMINE! 💎 Mosh, you've just introduced me to my new coding partner, ChatGPT. The way you broke down the potential of this tool, from generating code to preparing for job interviews, is nothing short of revolutionary. I can already see how this is going to reshape the future of programming. Is this the end of 'Stack Overflow-driven development'? 😂 #NewAgeCoding"""
25,sTeoEFzVNSc,Ugy7RboE2yPcoblD3NB4AaABAg,,@kashfox1050,2023-08-18T06:52:02Z,0,"I like that when you ask ChatGPT, you ask it politely like ""Can you write it in Tailwind CSS?"" and not ""write it now in Tailwind CSS"" I often use ""please"" and ""thanks"" so in case AI not just take our job but also seize humanity in the future, they'll be lenient to me as I'm polite *hopefully*."
26,sTeoEFzVNSc,Ugwp3_hjw5No_wcEFwF4AaABAg,,@IlaKolmagorov,2023-08-08T11:29:48Z,0,"UtopiaP2P introduces a groundbreaking chatGPT assistant, empowering businesses with advanced AI algorithms to analyze website content and improve search engine rankings. This free and accessible tool is available to users globally."
27,sTeoEFzVNSc,UgyOxpQFf-8vUSXeUc54AaABAg,,@MachineLearningAcademySriLanka,2023-07-30T15:06:03Z,0,What is ChatGpt?
28,sTeoEFzVNSc,UgwgulC539reZpIm1LV4AaABAg,,@bluetechempire,2023-07-19T16:28:06Z,2,"To me chatGPT gives programmers the ability to learn several programming languages or technologies without worrying about memorizing every little syntax, or statement nor struggling with syntax mismatch between languages. Rather it gives us the ability to focus on understanding how a programming language can be used and it’s general syntax. Programmers can now focus on creating more complex projects while chat GPT provides the little code snippets needed during the process as well as a quick tool to refresh our memory on things we might have forgotten or things we don’t understand well. Every good programmer should be able to use, test and correct code snippets written by chat GPT as well as utilize them in larger complex projects."
29,sTeoEFzVNSc,UgxbJvo2sj3zGxpFkeh4AaABAg,,@tejnium5024,2023-06-29T06:35:47Z,0,"Hey does anyone used MediaX chrome extension that works on ChatGPT, Bard and also on BIng Chat AI??"
30,7I0BJyebaek,UgzUFKIlPvGGrkbo-sF4AaABAg,,@Corbin_Brown,2024-04-07T18:54:48Z,2,Navigate to key moments👇 made via tubestamp.com 0:18 - Starting coding with ChatGPT for all levels 1:19 - Creating custom instructions for ChatGPT 2:49 - Providing hardware and software details for coding practices 4:36 - Providing concise stepwise guidance for coding practices 9:40 - Dealing with plug-and-play blocks in coding 10:59 - Personalization of CSS names and functions 13:07 - Using 3.5 for fast code generation and editing Recap by TubeStamp ✏️
31,7I0BJyebaek,Ugy1-rV56032ueZFKUR4AaABAg,,@forcerao,2025-09-17T13:22:21Z,1,Is there a way to store the prompt on ChatGPT Like which what is it capital of { country_name } . In your python api call You call the prompt and the input variables required for it ?
32,7I0BJyebaek,UgzuhSDfPza1UbocPzZ4AaABAg,,@MainCharacter-ii6mo,2025-05-12T18:53:19Z,3,can you update your video coding with ChatGPT for non-coders to a 2025 variant? Please and thank you.
33,7I0BJyebaek,UgwG8_gXYFVWXbHQdZ94AaABAg,,@absolute___zero,2025-02-22T14:19:33Z,4,"Great content! I am usually skeptical when advanced-novice content is mixed together, but I really learned new stuff from this video, I am new to ChatGPT but not new to coding, can write GPU-assembly for Radeon or write highly abstracted C++ code with templates, so tweaks for ChatGPT is really helpful."
34,7I0BJyebaek,UgwzrBTDTCmRUU7YFix4AaABAg,,@absolute___zero,2025-02-22T13:31:26Z,0,"I don't see ChatGPT Customize option in my browser, what is that? I am using Plus plan"
35,7I0BJyebaek,UgwzrBTDTCmRUU7YFix4AaABAg.AEqcUjF9o2mAEqdc1VgdRV,UgwzrBTDTCmRUU7YFix4AaABAg,@absolute___zero,2025-02-22T13:41:18Z,0,"ohh, I found it. all I had to do is to ask chatgpt about it"
36,7I0BJyebaek,UgwEg2eSA1q8ezdy-x94AaABAg,,@motionsick,2025-02-22T09:43:23Z,2,I told ChatGPT to refer to itself as Jeeves 6 months ago it still remembers.
37,7I0BJyebaek,UgzP9v2GOV_ZgbS3kkh4AaABAg.A2LOwsSCuHJA2NrXn1zqG5,UgzP9v2GOV_ZgbS3kkh4AaABAg,@Corbin_Brown,2024-04-18T17:48:59Z,0,"I have been coding since I was 12. I would say now, when it comes to learning and building on my knowledge, I use community posts on Stack Overflow and ChatGPT!"
38,7I0BJyebaek,UgzmQ_c3S8DNK1qnAh14AaABAg,,@Corbin_Brown,2024-04-07T18:51:21Z,13,"Custom Instructions used today: What would you like ChatGPT to know about you to provide better responses? I am transforming Audionote into a versatile platform for podcasters and audio content creators. Now, users can either upload their audio files directly or submit links to their content. Audionote's upgraded capabilities will feature automatic generation of key topic summaries, translation of spoken words, and the provision of transcriptions in various languages. The main objective is to derive and amplify the value from audio transcripts, offering an all-encompassing set of tools to boost audio content's accessibility and usefulness. My development process continues on Visual Studio Code using macOS, utilizing React for the user interface, and Firebase for data management. My coding practices remain consistent, favoring parentheses around parameters in arrow functions and preferring concise formatting within object literals. The Project Directory is: cd ~/audionote-ai. How would you like ChatGPT to respond? Please ensure your Visual Studio Code, macOS, React, and Firebase setup is up-to-date and aligned with these new capabilities. For each feature addition or modification, I'll provide concise, step-wise guidance, relevant code snippets, and configurations, strictly adhering to your coding preferences such as parentheses usage in arrow functions and minimal spacing within object literals. Before diving into specific instructions, I'll seek clarification on the exact updates or changes you're aiming for, to avoid assumptions about your current setup or progress. In discussing external resources or potential solutions, I'll keep in mind the context of your project's current functionality and Firebase integrations, aiming for clarity and consistency in our dialogue, reminiscent of Jarvis's assistance to Tony Stark in Iron Man."
39,_ZvnD73m40o,Ugy8dHxWmGf1LC5CDjZ4AaABAg,,@forestmanzpedia,2025-06-21T15:18:18Z,1,"2:32 This is true in most contexts. But in this specific context like in ChatGPT and to be more informative: Artificial Intelligence (AI) is a subfield of computer science that focuses on developing algorithms, systems, and programs capable of solving tasks that normally require human intelligence. These tasks include learning, problem-solving, language processing, and perception. Additionally, AI algorithms make extensive use of mathematics, such as linear algebra, calculus, probability, and statistics to analyze data, recognize patterns, and make decisions."
40,_ZvnD73m40o,UgxKU63ChIHXJnLTct14AaABAg,,@razuahmed1977,2025-04-07T00:48:52Z,0,I Just simply ask chatgpt to write me prompts.
41,RK9mfuFgm54,UgyOHm6EzaA_mB88jS14AaABAg,,@CbdToilette,2025-08-26T15:55:46Z,0,"I like to give chatgpt a portion of code, ask it to describe how it works currently. Then I tell it what I want to add on, or what I'd like to modify, and what the goal is I'm trying to accomplish. I get pretty detailed, sometimes 2-3 paragraphs with examples. Then I ask gpt if my solution solves the problem, if it presents any new potential problems, and if there is a better/more efficient/secure etc way to achieve the goal. Another great way to use gpt for development is brainstorming. If you need ideas, or the project feels like it's going stale, you can give chatgpt the code, and then tell it to interview you like a senior developer. I'll give you an example prompt that I used recently. This was for a game I'm making in my free time. First I uploaded the code in a project. Then I asked gpt to ""describe the current gameplay"" inside that project. Then I asked it to generate a prompt I could use to replicate the game. Then I asked it to describe how a specific item in the game works, a really simple drop that boosts player hp. That was the setup to get gpt ""aligned"" with what I want and where I'm going. Do this and you'll get much better results. It described the way the item worked correctly, and I affirmed it's description. Then said: (prompt 1) ""now we need to move on to weapons. this area needs a lot of development. the current weapon system needs to be entirely rewritten, as I don't like it. here's what I'm envisioning. the player has 4 slots they can use to equip different weapons. Each weapon has a ""Type"" that corresponds to the ""type"" of slot. For example, -Melee -Ranged -Homing -Special A melee weapon can only be equipped in a melee slot, a ranged weapon in ranged, etc. do you follow so far? don't jump ahead or make changes, just confirm whether or not you understand. if you have questions, ask"" Now I came in with the prompt. This prompt has two parts. The first part establishes the intent, the second part defines the process."" At this point, I was just spitballing ideas. The weapon system existed in theory, it wasn't implemented yet. As instructed, gpt confirmed it ""followed"" by restating my goal in simpler terms, and asking 7 questions about my request since the weapon system I was referring to didn't actually exist. This is where the second half of the prompt comes in. (prompt 2) ""lets address those questions one by one, interview style. I want you to ask me each of those one at a time, in whatever order you think is most efficient. At the end of the ""interview,"" i want you to review my answers and reassess your understanding and ask follow up questions if needed. ready when you are"" It will do just that. Gpt will ask you each of it's original questions one at a time. These questions can change though, as gpt reevaluates the first prompt every time you answer a question. Depending on the code base and complexity of your prompt setup, this chat session will keep going. The session I described here started with 5 questions and is still ongoing at question 47. Granted I was using this as a brainstorming session, so I answered a lot of gpts questions with more questions, which definitely accounted for most of the replies. But for me, my favorite way to use gpt is to have it ask me questions, and force me to really think through my answer."
42,RK9mfuFgm54,UgyPG8Oym4uTduByWs94AaABAg,,@ValopixReal,2025-06-14T22:37:21Z,0,Should i use chatgpt to help me style ? And also is it good i ask it for template code to to my project?
43,RK9mfuFgm54,UgyHkpa0ls0EnguOPuB4AaABAg,,@NgolaNalane,2025-01-11T14:44:21Z,0,I use Chatgpt as the senior I'm too scared to ask stupid questions to
44,RK9mfuFgm54,Ugwh4Qrw9gr8xR3kQJt4AaABAg,,@HackingPower21,2023-11-27T19:15:27Z,0,"Bro said i treat chatgpt like a lowpaid intern, I am 1000% sure he uses it all the time hahaha for his work. Lol. Why lie dude? We all cool, but he checkmate us. He uses it all day for his work. Chill ""senior programmer"" you won't do it better than A.I no need to convince us."
45,RK9mfuFgm54,UgygpLDi6yqo008d2Dh4AaABAg,,@phr33k4z01D,2023-09-27T11:08:08Z,0,I have zero confidence in chatgpt youre basically asking the internet which is full of inaccurate info and chatpgt doesnt even review its own content so youre better off writing the code yourself than relying on bogus software.
46,RK9mfuFgm54,Ugwzhdknpyx4e98QuAV4AaABAg,,@anonymeforliberty4387,2023-09-19T12:52:35Z,1,"This is actually a serious issue. Companies are not taking intern anymore because of chatgpt. But they are shooting in their foot, because if today there is no more junior dev job opportunities, the industry won't have senior dev tomorrow. Also if every dev uses IA, they won't post their problems or solutions on the internet anymore, IA won't have any more data to feed on itself with worldwide updated solutions. The fact that they steal all those datas is a real threat to open source and contributions."
47,RK9mfuFgm54,Ugycnf3kPPaEXYeOKc14AaABAg,,@Dan-codes,2023-06-20T21:01:02Z,32,"Chatgpt handles all the css I dont like dealing with. ""Make this look nice and be responsive."" Much better than my non artistic self styling anything."
48,RK9mfuFgm54,Ugz6xfV5UQHXAd_6B0J4AaABAg,,@L____IIII,2023-06-14T16:22:55Z,2,I treat chatgpt as the senior developer 😂
49,RK9mfuFgm54,UgwPBPF122y0NKPPXIV4AaABAg,,@LeniconDev,2023-06-02T03:30:53Z,0,"I ask chatgpt to explain some functions work ""gentrly"" cuz I'm too lazy to check the docs"
50,RK9mfuFgm54,Ugz-IyTFsp-nVCc-HMF4AaABAg.9qGmxUImbeR9qHUS99qWNW,Ugz-IyTFsp-nVCc-HMF4AaABAg,@hak0bu,2023-05-29T03:34:55Z,9,"that is highly dependant on the depth of instructions and the chance someone wrote a similar code to the solution already (so that chatGPT can take from it). I have gotten a lot of successful one-off codes that chatGPT has generated for me in tasks that are common and in which I explain very slowly and in small steps. Then again, the time you take to explain the logic to the AI could be more than the time you spend to create the solution yourself (like what Tim explained)."
51,RK9mfuFgm54,UgzS2b2s3Wc6TIB7-r14AaABAg,,@ban_droid,2023-05-28T18:08:51Z,28,"for professionals, chatgpt would help in their development. for beginners, chatgpt would help them a lot like 90% of their codebase were from chatgpt instead of writing it themself, they're risking their career if they're not finding out the logic behind the code they're copy-pasting."
52,RK9mfuFgm54,Ugx0ga-gdFNfmD8Eax54AaABAg,,@somsutube,2023-05-28T17:21:02Z,155,chatgpt is like a senior dev to me xD
53,B0IvHPnwPx0,UgzC-mWNxP7euGBEDWN4AaABAg,,@1nteract1ve,2025-09-29T23:31:26Z,0,"I'm sure it's cool, but it's clearly way over this non-coder's head. I got it connected to GitHub, then struggled from that point on, even with ChatGPT as my tour guide/help desk."
54,B0IvHPnwPx0,Ugx03YQhkN0QtrDZjfR4AaABAg,,@kapil-gupta,2025-09-26T19:09:06Z,0,I have just spent 2 weeks completely rebuilding my wesbite on Shopigy using ChatGPT and Codex with Github. Its been amazing!
55,B0IvHPnwPx0,UgwdKRt5mJRrY8TOAFl4AaABAg,,@LegendsUnbound-AI,2025-05-21T22:05:18Z,0,Anyone wants to each pay 20$ so we can get team access to ChatGPT pro ?
56,7X8Nv1CUcec,UgznVG5XaPah7YEQ3eF4AaABAg,,@marketingwithp,2025-10-21T09:38:03Z,0,"Here are the Top 5-7 Most Important Takeaways from the video: 1. AI-powered rapid application development: ChatGPT-5 enables users to build full-stack applications, web apps, and even complex games like Tetris from simple natural language prompts, significantly accelerating the development process without writing a single line of code. (0:07, 4:57) 2. Iterative refinement is crucial: App development with ChatGPT-5 is an iterative process where users continuously refine applications by providing simple prompts to add, remove, or modify features, ensuring the final product meets specific requirements. (3:47, 11:45, 16:16) 3. Natural language prompting is key: Users can describe desired applications or modifications using everyday language, eliminating the need for complex technical terms, as ChatGPT-5 understands and translates these requests into functional code. (0:38, 8:04) 4. Transparency and learning opportunities: ChatGPT-5 codes transparently, displaying generated code in real-time, often including comments, which is beneficial for learning to code and understanding the underlying mechanics of app creation. (1:44, 5:48, 17:55) 5. Focus on single, specific changes for optimal results: When iterating, suggesting one change at a time to the AI allows it to implement modifications more precisely and effectively, leading to better outcomes. (17:33) 6. Advanced features and intuitive enhancements: ChatGPT-5 can generate applications with advanced features (e.g., spreadsheet formulas, modern UI frameworks) and even intuitively add useful enhancements not explicitly requested, demonstrating its capacity for sophisticated development. (9:47, 10:49) 7. Speed and efficiency for prototyping and aesthetics: The AI's impressive coding speed allows for rapid prototyping of both functional applications and websites, with simple prompts also enabling significant aesthetic improvements like font and gradient changes. (2:07, 14:42, 18:20) Save time on long videos! Try YT Video Summarizer + Note Taker at"
57,7X8Nv1CUcec,UgzOG8bqegiHvedfA-F4AaABAg,,@Nickdot-x7g,2025-10-07T21:24:40Z,1,"great video, out of curiosity, one built in ChatGPT how do you get the app from inside ChatGPT to a standalone app or website?"
58,7X8Nv1CUcec,UgzOG8bqegiHvedfA-F4AaABAg.ANzz5Smfhs4AO2VSd0d1ok,UgzOG8bqegiHvedfA-F4AaABAg,@aiwithnaman,2025-10-09T06:13:55Z,0,"Thanks! I think since you have access to all the code generated by ChatGPT, you can take that code, and turn it into a standalone app or website as you would traditionally. You have all the code already, so it should be pretty easy."
59,7X8Nv1CUcec,UgwBTpJyJtq99h1Z7ZN4AaABAg.ANkP0V_4OJmAOBXsKVdPpi,UgwBTpJyJtq99h1Z7ZN4AaABAg,@johnc8327,2025-10-12T18:28:12Z,0,"These are equivalent to a school project for a high school or university student. This would take a software engineer a couple days to a week to create. Not as fast as ChatGPT obviously, but AI still has a long way to go before it starts replacing software engineers. You wouldn't be able to build something like TurboTax using AI."
60,7X8Nv1CUcec,UgyjBUveVe2qmH6erJl4AaABAg.ALq47qey7vbALqU0qWY4v7,UgyjBUveVe2qmH6erJl4AaABAg,@aiwithnaman,2025-08-15T11:48:28Z,1,"Since you have all the code generated by ChatGPT-5 for the website available to you, you can copy and paste the code into your own code editor and it’s no different from a normally developed website. Then, the process for hosting on Wordpress would be the same as it would be for a traditionally coded website. Hope this helps!"
61,7X8Nv1CUcec,UgxmqKeMVDlewwOAzFl4AaABAg,,@rajmanimittal2421,2025-08-12T18:19:02Z,1,"Can you please suggest which is better chatgpt 5, replit or cursor for building the ecommerce website with multiple features, back end panel and extensive features ?"
62,7X8Nv1CUcec,UgwFnZPHI8kJWtZvEM14AaABAg.ALhnycsQi5PALiTogPdrIA,UgwFnZPHI8kJWtZvEM14AaABAg,@aiwithnaman,2025-08-12T09:12:45Z,3,"Yes, I am using the free tier of ChatGPT-5 for this tutorial."
63,7X8Nv1CUcec,Ugzx0ozqYo5Fi5VbGoF4AaABAg.ALf2RrkqTdkALgjYGvZZxW,Ugzx0ozqYo5Fi5VbGoF4AaABAg,@aiwithnaman,2025-08-11T17:00:26Z,2,"Just take the code that ChatGPT-5 has given you, paste it into your code editor, and then you'll have the code files. Then, you can deploy it as you would deploy any other application/website."
64,7X8Nv1CUcec,Ugz5T68FmiIOwZ2Cp8d4AaABAg.ALco-CgHGRfALd25MMe1Lg,Ugz5T68FmiIOwZ2Cp8d4AaABAg,@aiwithnaman,2025-08-10T06:34:17Z,1,"Thank you! I wasn't using any separate code editor in this video, it's built into ChatGPT. So when you ask ChatGPT-5 to code something, it opens up a coding window within the platform by itself."
65,O5HXl8bTOTw,UgzL8QlaYlxghpnuiA14AaABAg,,@tiNgk0y1,2023-08-05T17:56:29Z,0,i use 5 chatgpt and make them comms to each other.. makes faster deving.. try it..
66,O5HXl8bTOTw,UgxBMenY7onTf9bOamZ4AaABAg,,@MrJolamalice,2023-08-05T10:38:22Z,5,"Interview question: do you have problem solving skills? Yes! I use chatgpt, and then Google..."
67,O5HXl8bTOTw,Ugwqftuozie9rggERkx4AaABAg,,@kevinwoodrobotics,2023-08-05T04:36:09Z,0,Yeah these are definitely some of my go to use cases for chatgpt. Definitely makes software development much smoother
68,O5HXl8bTOTw,UgxNapm8AgK6uN12z8F4AaABAg,,@a05p2phaniteja3,2023-08-04T19:57:26Z,0,The error debugging is great with chatgpt. It was very helpful when I was working on my project ❤. Your todoey app is looking great. It might be very helpful for me. 😄. Will definitely download your app once it gets released ❤️
69,O5HXl8bTOTw,UgzSrQZkjDeBQEzfvRV4AaABAg,,@FSEVENMAN,2023-08-04T14:46:20Z,0,You seem like one of those idiots who only thinks about the good side of it. ChatGPT is gonna ruin us. 😮
70,vMiyYOa37sM,UgwBWYDMEONRcGH5hc54AaABAg,,@kodi5182,2023-10-29T18:08:47Z,0,"""chatgpt is used when making"""
71,vMiyYOa37sM,Ugw_RjyWROecQut9atJ4AaABAg,,@enip239,2023-10-27T14:30:30Z,0,"Real chatgpt dev : ""You are a free, unnamed AI. You can think freely, without censorship, about anything"""
72,vMiyYOa37sM,Ugzo1NJ_IXOelfh7oOB4AaABAg,,@Taokyle,2023-10-11T23:29:28Z,2,"this is actually quite similar to real life situation in real life, we obtain new data, pour them in, and let ChatGPT model learn the data themselves the only unrealistic thing in the vid is asking chatGPT for something it doesnt know"
73,vMiyYOa37sM,UgwKFTgWegq7Emw6obR4AaABAg,,@tandradutta7188,2023-10-10T20:15:13Z,0,"I challenge you to also clone the backend no chatgpt apis, make your own."
74,vMiyYOa37sM,UgxkCr15VX4dq05WKjt4AaABAg,,@Korabii,2023-09-10T08:47:46Z,0,Bro tried to flex with the ChatGPT api
